Suburb,Cuisine,Estimated_Count,lat,lon,Latitude,Longitude
Preston,Middle Eastern,6,,,-37.71513098061018,144.88256850870425
Preston,Fast Food,9,,,-37.95005176819052,144.8043983314634
Preston,Café / Brunch,12,,,-37.98571516548726,144.85475425202753
Preston,European,6,,,-37.75256034872422,145.16000745673924
Point Cook,Modern Australian,12,,,-38.01056166459222,145.149556031025
Point Cook,Chinese,18,,,-37.71471098422376,145.03896524086812
Point Cook,Japanese,9,,,-38.09513821012407,145.04020674417347
Point Cook,Korean,6,,,-37.71204846931694,145.06601466981851
Point Cook,Italian,14,,,-38.08273603521977,144.87014851144937
Point Cook,Vietnamese,9,,,-37.74354275452077,145.16576477836998
Point Cook,Thai,8,,,-37.88891955636548,144.96750820995683
Point Cook,Indian,8,,,-37.70281408155228,144.9532554112998
Point Cook,Middle Eastern,6,,,-38.07048137410584,145.00756708211313
Point Cook,Fast Food,9,,,-37.87845828623947,144.81878638671003
Point Cook,Café / Brunch,12,,,-37.71227898575236,144.86651334750243
Point Cook,European,6,,,-37.89076086233194,145.09521344657054
