Suburb,Cuisine,Estimated_Count,lat,lon,Latitude,Longitude
Geelong,European,6,,,-37.72769706975857,144.86246103894646
Ballarat,Modern Australian,12,,,-37.75663489926279,145.08638889153895
Ballarat,Chinese,18,,,-37.92840238904999,145.06356957676405
Ballarat,Japanese,9,,,-37.7996515728834,144.8108383970014
Ballarat,Korean,6,,,-37.798182850366125,144.88878886477318
Ballarat,Italian,14,,,-38.058750452465624,144.89242991863523
Ballarat,Vietnamese,9,,,-37.73897883732817,145.0687570974395
Ballarat,Thai,8,,,-37.89789905102086,144.80788421510175
Ballarat,Indian,8,,,-37.769417013556904,144.84164343279383
Ballarat,Middle Eastern,6,,,-37.97198015958775,145.11996643414926
Ballarat,Fast Food,9,,,-37.74179070860152,144.87141786482172
Ballarat,Café / Brunch,12,,,-37.94431932850633,145.06109844314074
Ballarat,European,6,,,-38.09566493940788,144.8952731124187
Bendigo,Modern Australian,12,,,-37.737847209432296,144.83977655710373
Bendigo,Chinese,18,,,-38.06348532928555,144.89726887639978
Bendigo,Japanese,9,,,-37.97227454496383,145.08890677274226
Bendigo,Korean,6,,,-37.71997521317968,145.14227858724252
Bendigo,Italian,14,,,-37.719757141224974,145.13208794582678
Bendigo,Vietnamese,9,,,-37.87062484475069,144.95887341184738
Bendigo,Thai,8,,,-37.84726511513208,145.06723405462827
Bendigo,Indian,8,,,-37.92062179120867,144.88199371816634
Bendigo,Middle Eastern,6,,,-37.98271569132077,144.91725909210442
Bendigo,Fast Food,9,,,-37.968534181852036,145.15853432740846
Bendigo,Café / Brunch,12,,,-37.83099261756918,144.8052007694043
Bendigo,European,6,,,-37.799050188224925,144.8342034123418
Warrnambool,Modern Australian,12,,,-37.78336838250966,144.8831545020584
Warrnambool,Chinese,18,,,-37.78415274288218,144.81061288154953
Warrnambool,Japanese,9,,,-38.063517558780525,144.87257417403592
Warrnambool,Korean,6,,,-37.90223187811897,145.03321662438788
Warrnambool,Italian,14,,,-38.07697649599334,144.968569820237
Warrnambool,Vietnamese,9,,,-37.8801884470705,145.15706868443078
Warrnambool,Thai,8,,,-37.923387799450644,145.12697742469538
Warrnambool,Indian,8,,,-37.74491832689668,144.93672694067914
Warrnambool,Middle Eastern,6,,,-37.959633994979164,144.9037693733725
Warrnambool,Fast Food,9,,,-38.053173193428954,144.9518769632669
Warrnambool,Café / Brunch,12,,,-38.042803327178866,145.03611797700592
Warrnambool,European,6,,,-37.79539574731301,144.90722545632914
Shepparton,Modern Australian,12,,,-37.85271277467349,145.04965956313964
Shepparton,Chinese,18,,,-38.05955092955088,144.9637646608765
Shepparton,Japanese,9,,,-38.066357277554,145.02081887234078
Shepparton,Korean,6,,,-37.81961234741635,144.97445061165413
Shepparton,Italian,14,,,-38.07089479745432,144.91778630381677
Shepparton,Vietnamese,9,,,-37.771255976283854,145.17938132278485
Shepparton,Thai,8,,,-37.8175031091374,145.10544231766391
Shepparton,Indian,8,,,-38.06746048774324,144.8560452703066
Shepparton,Middle Eastern,6,,,-38.066064914365924,145.14738719035915
Shepparton,Fast Food,9,,,-37.70534416859953,144.9949724792998
Shepparton,Café / Brunch,12,,,-37.95029168169755,145.15782089075765
Shepparton,European,6,,,-37.95174314117324,145.11994210237893
Hawthorn,Modern Australian,12,-37.819,145.035,-37.774880173096996,144.97008540178768
Hawthorn,Chinese,18,-37.819,145.035,-37.721100569046456,144.80898772332804
Hawthorn,Japanese,9,-37.819,145.035,-37.70559957447085,144.907470943754
Hawthorn,Korean,6,-37.819,145.035,-37.79864872589642,145.01665368586436
Hawthorn,Italian,14,-37.819,145.035,-37.94949616578763,145.05339128793045
Hawthorn,Vietnamese,9,-37.819,145.035,-38.06659971332053,144.90315507417327
Hawthorn,Thai,8,-37.819,145.035,-37.789141233629024,144.85574242962912
Hawthorn,Indian,8,-37.819,145.035,-37.876638300105675,145.13397209471972
Hawthorn,Middle Eastern,6,-37.819,145.035,-37.93031119630121,145.19376087228142
Hawthorn,Fast Food,9,-37.819,145.035,-37.7374582459621,145.01027607292107
Hawthorn,Café / Brunch,12,-37.819,145.035,-38.05552100707754,144.8686717143393
Hawthorn,European,6,-37.819,145.035,-37.902949958283656,144.90892293060776
Preston,Modern Australian,12,,,-38.095458542093034,144.80735627061898
Preston,Chinese,18,,,-37.91253574320235,145.1657195226242
Preston,Japanese,9,,,-38.077478689727265,144.84710043315604
Preston,Korean,6,,,-38.05247283349277,145.0306065902057
Preston,Italian,14,,,-38.052989501289154,144.9096220882749
Preston,Vietnamese,9,,,-37.84031587915357,145.0216712010063
Preston,Thai,8,,,-37.80158204829383,145.06056815534075
Preston,Indian,8,,,-37.86665249396113,145.1318967214829
Preston,Middle Eastern,6,,,-37.71513098061018,144.88256850870425
Preston,Fast Food,9,,,-37.95005176819052,144.8043983314634
Preston,Café / Brunch,12,,,-37.98571516548726,144.85475425202753
Preston,European,6,,,-37.75256034872422,145.16000745673924
Point Cook,Modern Australian,12,,,-38.01056166459222,145.149556031025
Point Cook,Chinese,18,,,-37.71471098422376,145.03896524086812
Point Cook,Japanese,9,,,-38.09513821012407,145.04020674417347
Point Cook,Korean,6,,,-37.71204846931694,145.06601466981851
Point Cook,Italian,14,,,-38.08273603521977,144.87014851144937
Point Cook,Vietnamese,9,,,-37.74354275452077,145.16576477836998
Point Cook,Thai,8,,,-37.88891955636548,144.96750820995683
Point Cook,Indian,8,,,-37.702814081552276,144.9532554112998
Point Cook,Middle Eastern,6,,,-38.07048137410584,145.00756708211313
Point Cook,Fast Food,9,,,-37.87845828623947,144.81878638671003
Point Cook,Café / Brunch,12,,,-37.712278985752356,144.86651334750243
Point Cook,European,6,,,-37.89076086233194,145.09521344657054
